,avgAnnCount,avgDeathsPerYear,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,PctNoHS18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctUnemployed16_Over,PctBlack,PctAsian,PctOtherRace,BirthRate,TARGET_deathRate
2374,139.0,52,536.7,45889,19414,15.2,0.0,18.1,5.7,33.6,11.9,6.8,3.561741978,0.404278184,0.204697815,3.962879358,191.5
2375,69.0,30,489.0,49567,10898,12.2,0.0,14.0,9.5,37.2,9.8,7.4,0.210180024,0.849858357,0.0,6.796116505,201.4
2385,156.0,51,408.2,40010,29400,19.7,0.0,25.4,2.8,35.5,10.9,10.0,1.196247341,0.449900603,4.600146479,6.54966528,136.4
2388,266.0,105,478.8,43880,56574,17.8,0.0,27.2,2.8,35.7,8.1,8.3,4.525040706,1.082502818,2.52822559,6.428197261,191.7
2392,244.0,94,477.0,40994,43996,15.3,0.0,20.0,5.8,34.0,10.1,7.7,3.848186183,2.196337905,4.293886553,6.010723356,180.5
2396,160.0,51,417.0,66249,33381,9.5,59.91432252,14.2,8.3,27.4,15.7,8.0,16.30461313,0.89394679,0.430192824,5.808219178,139.4
2398,62.0,24,475.7,41348,11539,19.0,0.0,28.4,5.3,43.2,6.7,12.1,9.830420935,0.034432297,0.025824223,5.545147996,178.8
2402,303.0,124,493.1,51931,63360,13.5,0.0,17.6,1.6,34.3,13.1,7.9,7.219146858,1.820253989,0.704982091,4.117165096,213.2
2417,169.0,50,536.1,44653,31408,18.6,0.0,9.3,8.9,28.6,18.0,8.2,2.263833641,0.278128133,0.417192199,3.509433962,158.1
2421,168.0,71,534.0,45557,28441,19.7,0.0,18.6,7.4,39.9,8.8,8.7,8.98271465,1.222017569,3.347265514,5.50827789,227.2
2560,86.0,35,505.2,40312,14241,18.0,0.0,9.6,4.0,43.1,6.7,9.3,3.498480458,0.325111315,1.809315146,5.039267016,192.6
2561,345.0,138,531.7,34678,60094,24.7,0.0,16.1,5.7,37.9,6.8,12.4,0.863583873,0.557312848,0.100416729,5.76001128,216.7
2569,175.0,68,538.0,41150,26910,16.9,0.0,20.3,4.8,40.3,8.3,7.7,6.41316897,0.022345536,0.744851216,4.897396103,206.8
2576,110.0,44,510.2,39089,19365,21.8,0.0,15.9,2.6,44.8,8.1,9.2,8.779226049,0.852056601,1.014353096,7.024889509,193.4
2594,81.0,31,497.1,47023,14408,15.6,0.0,10.7,10.3,47.9,7.2,6.4,0.571861651,0.0,0.0,5.568862275,188.1
2606,92.0,30,530.2,67437,17894,8.8,0.0,12.8,3.1,35.6,12.7,6.4,1.490584286,0.403936963,0.102406554,6.220984215,180.9
2608,63.0,25,453.4,40002,12531,19.3,0.0,19.3,1.4,41.9,6.3,8.5,8.455764931,0.047908017,4.175982114,6.25698324,183.7
2611,77.0,33,457.7,44119,15050,18.9,0.0,29.8,2.3,40.2,6.1,7.8,12.94094332,0.158541419,0.039635355,4.645550528,195.5
2613,66.0,27,463.0,39983,12063,19.7,0.0,14.8,2.6,41.6,6.8,6.1,5.91099916,0.193115029,1.964735516,5.399151562,180.2
2614,128.0,55,480.4,30619,20464,26.2,0.0,16.6,2.3,37.0,4.4,12.6,2.231905108,0.029048656,1.534737352,6.951992754,202.2
2619,323.0,151,492.7,40269,62577,22.0,0.0,24.6,2.9,39.2,7.6,10.1,17.43480849,0.19464955,1.000595209,6.938635585,230.5
2624,178.0,75,463.7,43918,36462,18.9,0.0,29.6,5.1,42.7,10.7,5.7,13.17466008,0.612261783,0.554345128,3.558718861,198.3
2634,71.0,28,468.9,43111,12388,19.9,0.0,25.8,7.5,35.6,8.4,11.0,22.93643831,0.901188293,0.047850706,2.190865206,197.9
2637,124.0,45,473.3,57491,23312,11.8,0.0,22.5,3.3,29.0,19.6,8.5,0.555727076,0.50721122,1.658360164,6.774789571,179.0
2646,230.0,87,492.0,61195,57106,11.0,35.02258957,16.3,1.7,38.2,11.5,6.0,13.54933187,0.970162914,0.571114772,5.321944809,201.7
2653,100.0,43,491.6,34553,13886,20.6,0.0,26.7,2.5,37.1,6.8,10.2,11.07337437,0.021226916,0.629731833,7.489134069,202.2
2655,81.0,36,388.5,36642,18454,24.9,0.0,26.5,1.2,42.8,8.2,7.9,18.89015583,0.83618396,1.992724114,6.281957633,174.0
2660,85.0,26,433.0,46018,18495,16.9,0.0,15.2,1.6,45.5,7.2,8.5,2.683246073,1.27617801,0.687172775,4.162724693,138.7
2664,94.0,40,426.9,35078,18963,26.7,0.0,26.1,3.6,38.0,7.2,13.8,11.43067459,0.741363899,1.077869499,5.015887426,180.7
2666,58.0,25,393.3,40454,12243,23.2,0.0,5.4,1.6,44.8,9.7,4.8,26.21999059,0.635493488,1.663266907,3.671437461,162.6
2667,80.0,41,411.4,36865,18455,21.7,0.0,22.8,2.7,45.6,4.7,10.9,3.186646434,1.110990679,0.075872534,4.942780618,210.8
2669,135.0,54,490.5,66556,35137,11.9,0.0,19.9,2.5,27.6,20.4,9.0,15.23030979,2.192995686,0.696811559,4.93857195,208.9
2691,191.0,81,460.0,37707,30168,20.2,0.0,29.2,3.2,34.5,7.4,9.9,3.850330734,0.283015763,0.0691085,4.196551198,189.8
2721,266.0,96,441.4,62532,58059,11.5,0.0,20.9,3.6,33.1,14.5,9.4,0.634382482,1.279250625,0.559235246,5.680094387,168.1
2737,137.0,60,395.7,46046,37666,20.0,0.0,20.8,1.6,32.9,8.1,14.1,2.090517818,0.644264442,3.980538402,9.188988095,174.0
2738,158.0,69,432.6,38013,25859,18.6,0.0,15.8,5.5,36.4,7.9,7.9,4.925407567,0.338357428,0.065364503,4.687789513,191.2
2739,32.0,14,364.5,59416,9529,10.3,0.0,26.6,1.4,37.5,8.2,10.0,1.540507592,0.443311537,3.479995567,7.95730228,161.2
2791,29.0,11,459.6,57148,3999,10.5,0.0,25.4,2.8,33.9,15.6,1.8,0.12444002,0.398208064,0.522648084,4.337050805,162.6
2808,20.0,6,468.1,40639,3876,24.9,0.0,32.0,7.3,36.5,13.4,7.4,0.0,0.99035705,0.0,5.548037889,136.6
2839,181.0,81,475.2,36627,27910,20.8,0.0,9.6,6.8,41.4,8.7,11.5,10.37985398,0.225725673,0.610164709,4.483306836,207.8
2846,301.0,128,472.8,45235,54277,16.8,0.0,16.2,4.7,39.2,11.7,8.8,1.923364766,0.972908247,1.972010178,4.540620142,194.0
2847,77.0,34,430.1,37853,14601,19.0,0.0,16.4,5.9,40.4,9.0,7.4,13.14383562,0.116438356,4.061643836,4.708383961,184.3
2883,310.0,122,495.6,48544,46045,12.9,65.15365403,14.9,6.9,37.3,12.2,9.6,0.685253181,0.429083767,0.121680471,5.090116855,185.1
2899,104.0,43,458.2,39005,15989,15.2,0.0,18.6,4.4,43.0,11.5,5.6,1.226461843,0.371655104,0.086719524,5.732087227,176.0
2933,91.0,40,426.9,52582,14977,12.9,0.0,25.0,10.8,37.9,11.1,6.2,0.326427287,0.339750849,0.026647125,3.156748911,190.7
2936,569.0,232,466.8,52050,115371,10.6,147.3507207,19.8,5.2,34.0,14.2,6.8,7.006476352,0.880006361,1.145952059,5.662131013,189.8
2943,213.0,87,464.7,51911,42589,10.1,0.0,17.7,9.9,40.6,11.4,7.5,0.259134491,0.452307475,0.530047822,3.309741882,185.8
2947,138.0,70,439.1,40122,23434,16.4,0.0,31.0,3.6,42.8,6.7,12.1,2.002271484,0.319690405,0.668825979,2.64006449,222.5
2949,544.0,201,488.1,55320,97125,11.5,20.59202059,7.0,10.7,35.4,18.8,4.3,1.94148437,1.327341355,0.218964403,5.831840933,167.8
2950,61.0,25,426.9,47342,9769,11.3,0.0,20.8,3.2,34.6,12.1,4.6,1.502470505,0.171422809,0.383180397,4.356151269,160.2
2951,138.0,50,467.8,45522,20257,14.4,0.0,9.6,7.6,39.5,12.6,5.1,1.083102628,0.762543106,0.189421536,7.378451014,151.3
2959,78.0,30,492.1,57682,10974,8.4,0.0,17.0,10.4,36.4,13.2,1.5,0.64911648,0.306527227,0.4056978,6.274509804,171.3
2962,122.0,49,484.9,50347,19950,13.3,0.0,21.0,7.3,37.3,14.6,5.1,2.380478088,2.176294821,1.190239044,5.797101449,183.1
2963,60.0,24,465.5,49837,9410,12.1,0.0,20.9,3.5,44.0,7.9,3.4,0.326522014,0.221192332,0.105329682,6.748466258,165.8
2968,221.0,91,466.2,52750,36827,11.2,27.15399028,16.3,7.3,39.7,14.5,5.4,1.475793716,0.57452486,0.138866198,6.996052811,181.7
2976,66.0,21,475.6,50924,11185,11.1,0.0,20.2,6.2,37.3,9.7,4.8,0.913849703,2.537485582,3.37148434,7.112970711,148.0
2981,191.0,76,471.0,57046,33294,11.1,0.0,8.2,7.0,35.7,17.5,4.0,0.547401347,1.0466795,0.41807026,4.504381161,176.6
2999,73.0,32,456.2,49513,10021,10.8,0.0,16.2,11.0,39.3,14.9,4.0,0.702900703,0.0,0.316800317,8.116710875,174.1
